type,objective,rewrite_prompt,explain_prompt
DOC,term sheet,Rewrite this text as if it was a term sheet document,"Describe what is the ""term sheet"" document in 40 words"
DOC,employment contract,Rewrite this text as if it was a employment contract document,"Describe what is the ""employment contract"" document in 40 words"
DOC,licensing agreement,Rewrite this text as if it was a licensing agreement document,"Describe what is the ""licensing agreement"" document in 40 words"
DOC,lease agreement,Rewrite this text as if it was a lease agreement document,"Describe what is the ""lease agreement"" document in 40 words"
DOC,invoice,Rewrite this text as if it was a invoice document,"Describe what is the ""invoice"" document in 40 words"
DOC,purchase order,Rewrite this text as if it was a purchase order document,"Describe what is the ""purchase order"" document in 40 words"
DOC,sales contract,Rewrite this text as if it was a sales contract document,"Describe what is the ""sales contract"" document in 40 words"
DOC,service level agreement (sla),Rewrite this text as if it was a service level agreement (sla) document,"Describe what is the ""service level agreement (sla)"" document in 40 words"
DOC,request for proposal (rfp),Rewrite this text as if it was a request for proposal (rfp) document,"Describe what is the ""request for proposal (rfp)"" document in 40 words"
DOC,request for quotation (rfq),Rewrite this text as if it was a request for quotation (rfq) document,"Describe what is the ""request for quotation (rfq)"" document in 40 words"
DOC,statement of work (sow),Rewrite this text as if it was a statement of work (sow) document,"Describe what is the ""statement of work (sow)"" document in 40 words"
DOC,customer contract,Rewrite this text as if it was a customer contract document,"Describe what is the ""customer contract"" document in 40 words"
DOC,supplier contract,Rewrite this text as if it was a supplier contract document,"Describe what is the ""supplier contract"" document in 40 words"
DOC,distribution agreement,Rewrite this text as if it was a distribution agreement document,"Describe what is the ""distribution agreement"" document in 40 words"
DOC,joint venture agreement,Rewrite this text as if it was a joint venture agreement document,"Describe what is the ""joint venture agreement"" document in 40 words"
DOC,franchise agreement,Rewrite this text as if it was a franchise agreement document,"Describe what is the ""franchise agreement"" document in 40 words"
DOC,letter of intent (loi),Rewrite this text as if it was a letter of intent (loi) document,"Describe what is the ""letter of intent (loi)"" document in 40 words"
DOC,minutes of meeting,Rewrite this text as if it was a minutes of meeting document,"Describe what is the ""minutes of meeting"" document in 40 words"
DOC,progress report,Rewrite this text as if it was a progress report document,"Describe what is the ""progress report"" document in 40 words"
DOC,quarterly report,Rewrite this text as if it was a quarterly report document,"Describe what is the ""quarterly report"" document in 40 words"
DOC,monthly report,Rewrite this text as if it was a monthly report document,"Describe what is the ""monthly report"" document in 40 words"
DOC,incident report,Rewrite this text as if it was a incident report document,"Describe what is the ""incident report"" document in 40 words"
DOC,expense report,Rewrite this text as if it was a expense report document,"Describe what is the ""expense report"" document in 40 words"
DOC,work order,Rewrite this text as if it was a work order document,"Describe what is the ""work order"" document in 40 words"
DOC,change request,Rewrite this text as if it was a change request document,"Describe what is the ""change request"" document in 40 words"
DOC,test plan,Rewrite this text as if it was a test plan document,"Describe what is the ""test plan"" document in 40 words"
DOC,test case,Rewrite this text as if it was a test case document,"Describe what is the ""test case"" document in 40 words"
DOC,user story,Rewrite this text as if it was a user story document,"Describe what is the ""user story"" document in 40 words"
DOC,user journey map,Rewrite this text as if it was a user journey map document,"Describe what is the ""user journey map"" document in 40 words"
DOC,product backlog,Rewrite this text as if it was a product backlog document,"Describe what is the ""product backlog"" document in 40 words"
DOC,sprint backlog,Rewrite this text as if it was a sprint backlog document,"Describe what is the ""sprint backlog"" document in 40 words"
DOC,release plan,Rewrite this text as if it was a release plan document,"Describe what is the ""release plan"" document in 40 words"
DOC,product requirements document (prd),Rewrite this text as if it was a product requirements document (prd) document,"Describe what is the ""product requirements document (prd)"" document in 40 words"
DOC,user interface (ui) design document,Rewrite this text as if it was a user interface (ui) design document document,"Describe what is the ""user interface (ui) design document"" document in 40 words"
DOC,wireframe,Rewrite this text as if it was a wireframe document,"Describe what is the ""wireframe"" document in 40 words"
DOC,prototype,Rewrite this text as if it was a prototype document,"Describe what is the ""prototype"" document in 40 words"
DOC,product specification document,Rewrite this text as if it was a product specification document document,"Describe what is the ""product specification document"" document in 40 words"
DOC,technical specification document,Rewrite this text as if it was a technical specification document document,"Describe what is the ""technical specification document"" document in 40 words"
DOC,system architecture document,Rewrite this text as if it was a system architecture document document,"Describe what is the ""system architecture document"" document in 40 words"
DOC,database schema,Rewrite this text as if it was a database schema document,"Describe what is the ""database schema"" document in 40 words"
DOC,api documentation,Rewrite this text as if it was a api documentation document,"Describe what is the ""api documentation"" document in 40 words"
DOC,code documentation,Rewrite this text as if it was a code documentation document,"Describe what is the ""code documentation"" document in 40 words"
DOC,deployment plan,Rewrite this text as if it was a deployment plan document,"Describe what is the ""deployment plan"" document in 40 words"
DOC,disaster recovery plan,Rewrite this text as if it was a disaster recovery plan document,"Describe what is the ""disaster recovery plan"" document in 40 words"
DOC,business continuity plan,Rewrite this text as if it was a business continuity plan document,"Describe what is the ""business continuity plan"" document in 40 words"
DOC,security policy,Rewrite this text as if it was a security policy document,"Describe what is the ""security policy"" document in 40 words"
DOC,it infrastructure documentation,Rewrite this text as if it was a it infrastructure documentation document,"Describe what is the ""it infrastructure documentation"" document in 40 words"
DOC,network diagram,Rewrite this text as if it was a network diagram document,"Describe what is the ""network diagram"" document in 40 words"
DOC,user access matrix,Rewrite this text as if it was a user access matrix document,"Describe what is the ""user access matrix"" document in 40 words"
DOC,privacy policy,Rewrite this text as if it was a privacy policy document,"Describe what is the ""privacy policy"" document in 40 words"
DOC,terms of service,Rewrite this text as if it was a terms of service document,"Describe what is the ""terms of service"" document in 40 words"
DOC,copyright notice,Rewrite this text as if it was a copyright notice document,"Describe what is the ""copyright notice"" document in 40 words"
DOC,trademark registration,Rewrite this text as if it was a trademark registration document,"Describe what is the ""trademark registration"" document in 40 words"
DOC,patent application,Rewrite this text as if it was a patent application document,"Describe what is the ""patent application"" document in 40 words"
DOC,intellectual property assignment agreement,Rewrite this text as if it was a intellectual property assignment agreement document,"Describe what is the ""intellectual property assignment agreement"" document in 40 words"
DOC,data privacy impact assessment,Rewrite this text as if it was a data privacy impact assessment document,"Describe what is the ""data privacy impact assessment"" document in 40 words"
DOC,data retention policy,Rewrite this text as if it was a data retention policy document,"Describe what is the ""data retention policy"" document in 40 words"
DOC,data breach response plan,Rewrite this text as if it was a data breach response plan document,"Describe what is the ""data breach response plan"" document in 40 words"
DOC,it security policy,Rewrite this text as if it was a it security policy document,"Describe what is the ""it security policy"" document in 40 words"
DOC,access control policy,Rewrite this text as if it was a access control policy document,"Describe what is the ""access control policy"" document in 40 words"
DOC,incident response plan,Rewrite this text as if it was a incident response plan document,"Describe what is the ""incident response plan"" document in 40 words"
DOC,supplier performance scorecard,Rewrite this text as if it was a supplier performance scorecard document,"Describe what is the ""supplier performance scorecard"" document in 40 words"
DOC,employee performance review,Rewrite this text as if it was a employee performance review document,"Describe what is the ""employee performance review"" document in 40 words"
DOC,training manual,Rewrite this text as if it was a training manual document,"Describe what is the ""training manual"" document in 40 words"
DOC,onboarding guide,Rewrite this text as if it was a onboarding guide document,"Describe what is the ""onboarding guide"" document in 40 words"
DOC,employee survey,Rewrite this text as if it was a employee survey document,"Describe what is the ""employee survey"" document in 40 words"
DOC,customer satisfaction survey,Rewrite this text as if it was a customer satisfaction survey document,"Describe what is the ""customer satisfaction survey"" document in 40 words"
DOC,market segmentation analysis,Rewrite this text as if it was a market segmentation analysis document,"Describe what is the ""market segmentation analysis"" document in 40 words"
DOC,market opportunity analysis,Rewrite this text as if it was a market opportunity analysis document,"Describe what is the ""market opportunity analysis"" document in 40 words"
DOC,product lifecycle analysis,Rewrite this text as if it was a product lifecycle analysis document,"Describe what is the ""product lifecycle analysis"" document in 40 words"
DOC,portfolio analysis,Rewrite this text as if it was a portfolio analysis document,"Describe what is the ""portfolio analysis"" document in 40 words"
DOC,risk management plan,Rewrite this text as if it was a risk management plan document,"Describe what is the ""risk management plan"" document in 40 words"
DOC,business continuity plan,Rewrite this text as if it was a business continuity plan document,"Describe what is the ""business continuity plan"" document in 40 words"
DOC,email,Rewrite this text as if it was a email document,"Describe what is the ""email"" document in 40 words"
DOC,letter,Rewrite this text as if it was a letter document,"Describe what is the ""letter"" document in 40 words"
DOC,resume,Rewrite this text as if it was a resume document,"Describe what is the ""resume"" document in 40 words"
DOC,memo,Rewrite this text as if it was a memo document,"Describe what is the ""memo"" document in 40 words"
DOC,"letter (business, formal, informal)","Rewrite this text as if it was a letter (business, formal, informal) document","Describe what is the ""letter (business, formal, informal)"" document in 40 words"
DOC,"email (business, formal, informal)","Rewrite this text as if it was a email (business, formal, informal) document","Describe what is the ""email (business, formal, informal)"" document in 40 words"
DOC,"report (annual, quarterly, monthly)","Rewrite this text as if it was a report (annual, quarterly, monthly) document","Describe what is the ""report (annual, quarterly, monthly)"" document in 40 words"
DOC,proposal,Rewrite this text as if it was a proposal document,"Describe what is the ""proposal"" document in 40 words"
DOC,agenda,Rewrite this text as if it was a agenda document,"Describe what is the ""agenda"" document in 40 words"
DOC,minutes (meeting minutes),Rewrite this text as if it was a minutes (meeting minutes) document,"Describe what is the ""minutes (meeting minutes)"" document in 40 words"
DOC,invoice,Rewrite this text as if it was a invoice document,"Describe what is the ""invoice"" document in 40 words"
DOC,receipt,Rewrite this text as if it was a receipt document,"Describe what is the ""receipt"" document in 40 words"
DOC,purchase order,Rewrite this text as if it was a purchase order document,"Describe what is the ""purchase order"" document in 40 words"
DOC,contract,Rewrite this text as if it was a contract document,"Describe what is the ""contract"" document in 40 words"
DOC,agreement,Rewrite this text as if it was a agreement document,"Describe what is the ""agreement"" document in 40 words"
DOC,memorandum of understanding (mou),Rewrite this text as if it was a memorandum of understanding (mou) document,"Describe what is the ""memorandum of understanding (mou)"" document in 40 words"
DOC,non-disclosure agreement (nda),Rewrite this text as if it was a non-disclosure agreement (nda) document,"Describe what is the ""non-disclosure agreement (nda)"" document in 40 words"
DOC,memorandum,Rewrite this text as if it was a memorandum document,"Describe what is the ""memorandum"" document in 40 words"
DOC,executive summary,Rewrite this text as if it was a executive summary document,"Describe what is the ""executive summary"" document in 40 words"
DOC,press release,Rewrite this text as if it was a press release document,"Describe what is the ""press release"" document in 40 words"
DOC,request for proposal (rfp),Rewrite this text as if it was a request for proposal (rfp) document,"Describe what is the ""request for proposal (rfp)"" document in 40 words"
DOC,request for quotation (rfq),Rewrite this text as if it was a request for quotation (rfq) document,"Describe what is the ""request for quotation (rfq)"" document in 40 words"
DOC,statement of work (sow),Rewrite this text as if it was a statement of work (sow) document,"Describe what is the ""statement of work (sow)"" document in 40 words"
DOC,business plan,Rewrite this text as if it was a business plan document,"Describe what is the ""business plan"" document in 40 words"
DOC,marketing plan,Rewrite this text as if it was a marketing plan document,"Describe what is the ""marketing plan"" document in 40 words"
DOC,strategic plan,Rewrite this text as if it was a strategic plan document,"Describe what is the ""strategic plan"" document in 40 words"
DOC,financial plan,Rewrite this text as if it was a financial plan document,"Describe what is the ""financial plan"" document in 40 words"
DOC,project plan,Rewrite this text as if it was a project plan document,"Describe what is the ""project plan"" document in 40 words"
DOC,budget,Rewrite this text as if it was a budget document,"Describe what is the ""budget"" document in 40 words"
DOC,financial statement,Rewrite this text as if it was a financial statement document,"Describe what is the ""financial statement"" document in 40 words"
DOC,balance sheet,Rewrite this text as if it was a balance sheet document,"Describe what is the ""balance sheet"" document in 40 words"
DOC,income statement,Rewrite this text as if it was a income statement document,"Describe what is the ""income statement"" document in 40 words"
DOC,cash flow statement,Rewrite this text as if it was a cash flow statement document,"Describe what is the ""cash flow statement"" document in 40 words"
DOC,profit and loss statement (p&l),Rewrite this text as if it was a profit and loss statement (p&l) document,"Describe what is the ""profit and loss statement (p&l)"" document in 40 words"
DOC,sales forecast,Rewrite this text as if it was a sales forecast document,"Describe what is the ""sales forecast"" document in 40 words"
DOC,marketing strategy,Rewrite this text as if it was a marketing strategy document,"Describe what is the ""marketing strategy"" document in 40 words"
DOC,business case,Rewrite this text as if it was a business case document,"Describe what is the ""business case"" document in 40 words"
DOC,risk management plan,Rewrite this text as if it was a risk management plan document,"Describe what is the ""risk management plan"" document in 40 words"
DOC,disaster recovery plan,Rewrite this text as if it was a disaster recovery plan document,"Describe what is the ""disaster recovery plan"" document in 40 words"
DOC,contingency plan,Rewrite this text as if it was a contingency plan document,"Describe what is the ""contingency plan"" document in 40 words"
DOC,action plan,Rewrite this text as if it was a action plan document,"Describe what is the ""action plan"" document in 40 words"
DOC,training manual,Rewrite this text as if it was a training manual document,"Describe what is the ""training manual"" document in 40 words"
DOC,policy document,Rewrite this text as if it was a policy document document,"Describe what is the ""policy document"" document in 40 words"
DOC,procedure manual,Rewrite this text as if it was a procedure manual document,"Describe what is the ""procedure manual"" document in 40 words"
DOC,employee handbook,Rewrite this text as if it was a employee handbook document,"Describe what is the ""employee handbook"" document in 40 words"
DOC,operations manual,Rewrite this text as if it was a operations manual document,"Describe what is the ""operations manual"" document in 40 words"
DOC,standard operating procedures (sop),Rewrite this text as if it was a standard operating procedures (sop) document,"Describe what is the ""standard operating procedures (sop)"" document in 40 words"
DOC,quality assurance plan,Rewrite this text as if it was a quality assurance plan document,"Describe what is the ""quality assurance plan"" document in 40 words"
DOC,business continuity plan,Rewrite this text as if it was a business continuity plan document,"Describe what is the ""business continuity plan"" document in 40 words"
DOC,incident response plan,Rewrite this text as if it was a incident response plan document,"Describe what is the ""incident response plan"" document in 40 words"
DOC,security policy,Rewrite this text as if it was a security policy document,"Describe what is the ""security policy"" document in 40 words"
DOC,it governance document,Rewrite this text as if it was a it governance document document,"Describe what is the ""it governance document"" document in 40 words"
DOC,service level agreement (sla),Rewrite this text as if it was a service level agreement (sla) document,"Describe what is the ""service level agreement (sla)"" document in 40 words"
DOC,work order,Rewrite this text as if it was a work order document,"Describe what is the ""work order"" document in 40 words"
DOC,change request,Rewrite this text as if it was a change request document,"Describe what is the ""change request"" document in 40 words"
DOC,test plan,Rewrite this text as if it was a test plan document,"Describe what is the ""test plan"" document in 40 words"
DOC,test case,Rewrite this text as if it was a test case document,"Describe what is the ""test case"" document in 40 words"
DOC,user manual,Rewrite this text as if it was a user manual document,"Describe what is the ""user manual"" document in 40 words"
DOC,technical specification,Rewrite this text as if it was a technical specification document,"Describe what is the ""technical specification"" document in 40 words"
DOC,user guide,Rewrite this text as if it was a user guide document,"Describe what is the ""user guide"" document in 40 words"
DOC,user requirement document (urd),Rewrite this text as if it was a user requirement document (urd) document,"Describe what is the ""user requirement document (urd)"" document in 40 words"
DOC,system requirements specification (srs),Rewrite this text as if it was a system requirements specification (srs) document,"Describe what is the ""system requirements specification (srs)"" document in 40 words"
DOC,request for change (rfc),Rewrite this text as if it was a request for change (rfc) document,"Describe what is the ""request for change (rfc)"" document in 40 words"
DOC,service level requirement (slr),Rewrite this text as if it was a service level requirement (slr) document,"Describe what is the ""service level requirement (slr)"" document in 40 words"
DOC,contract addendum,Rewrite this text as if it was a contract addendum document,"Describe what is the ""contract addendum"" document in 40 words"
DOC,amendment,Rewrite this text as if it was a amendment document,"Describe what is the ""amendment"" document in 40 words"
DOC,warranty document,Rewrite this text as if it was a warranty document document,"Describe what is the ""warranty document"" document in 40 words"
DOC,installation guide,Rewrite this text as if it was a installation guide document,"Describe what is the ""installation guide"" document in 40 words"
DOC,maintenance manual,Rewrite this text as if it was a maintenance manual document,"Describe what is the ""maintenance manual"" document in 40 words"
DOC,inspection report,Rewrite this text as if it was a inspection report document,"Describe what is the ""inspection report"" document in 40 words"
DOC,incident report,Rewrite this text as if it was a incident report document,"Describe what is the ""incident report"" document in 40 words"
DOC,evaluation report,Rewrite this text as if it was a evaluation report document,"Describe what is the ""evaluation report"" document in 40 words"
DOC,performance review,Rewrite this text as if it was a performance review document,"Describe what is the ""performance review"" document in 40 words"
DOC,feedback form,Rewrite this text as if it was a feedback form document,"Describe what is the ""feedback form"" document in 40 words"
DOC,survey,Rewrite this text as if it was a survey document,"Describe what is the ""survey"" document in 40 words"
DOC,job description,Rewrite this text as if it was a job description document,"Describe what is the ""job description"" document in 40 words"
DOC,position description,Rewrite this text as if it was a position description document,"Describe what is the ""position description"" document in 40 words"
DOC,recruitment advertisement,Rewrite this text as if it was a recruitment advertisement document,"Describe what is the ""recruitment advertisement"" document in 40 words"
DOC,employment contract,Rewrite this text as if it was a employment contract document,"Describe what is the ""employment contract"" document in 40 words"
DOC,termination letter,Rewrite this text as if it was a termination letter document,"Describe what is the ""termination letter"" document in 40 words"
DOC,resignation letter,Rewrite this text as if it was a resignation letter document,"Describe what is the ""resignation letter"" document in 40 words"
DOC,promotion letter,Rewrite this text as if it was a promotion letter document,"Describe what is the ""promotion letter"" document in 40 words"
DOC,transfer letter,Rewrite this text as if it was a transfer letter document,"Describe what is the ""transfer letter"" document in 40 words"
DOC,recommendation letter,Rewrite this text as if it was a recommendation letter document,"Describe what is the ""recommendation letter"" document in 40 words"
DOC,employee evaluation form,Rewrite this text as if it was a employee evaluation form document,"Describe what is the ""employee evaluation form"" document in 40 words"
DOC,disciplinary action form,Rewrite this text as if it was a disciplinary action form document,"Describe what is the ""disciplinary action form"" document in 40 words"
DOC,attendance record,Rewrite this text as if it was a attendance record document,"Describe what is the ""attendance record"" document in 40 words"
DOC,training plan,Rewrite this text as if it was a training plan document,"Describe what is the ""training plan"" document in 40 words"
DOC,training evaluation form,Rewrite this text as if it was a training evaluation form document,"Describe what is the ""training evaluation form"" document in 40 words"
DOC,leave request form,Rewrite this text as if it was a leave request form document,"Describe what is the ""leave request form"" document in 40 words"
DOC,expense report,Rewrite this text as if it was a expense report document,"Describe what is the ""expense report"" document in 40 words"
DOC,purchase requisition,Rewrite this text as if it was a purchase requisition document,"Describe what is the ""purchase requisition"" document in 40 words"
DOC,supplier evaluation form,Rewrite this text as if it was a supplier evaluation form document,"Describe what is the ""supplier evaluation form"" document in 40 words"
DOC,supplier contract,Rewrite this text as if it was a supplier contract document,"Describe what is the ""supplier contract"" document in 40 words"
DOC,supplier performance scorecard,Rewrite this text as if it was a supplier performance scorecard document,"Describe what is the ""supplier performance scorecard"" document in 40 words"
DOC,supplier audit report,Rewrite this text as if it was a supplier audit report document,"Describe what is the ""supplier audit report"" document in 40 words"
DOC,customer complaint form,Rewrite this text as if it was a customer complaint form document,"Describe what is the ""customer complaint form"" document in 40 words"
DOC,customer satisfaction survey,Rewrite this text as if it was a customer satisfaction survey document,"Describe what is the ""customer satisfaction survey"" document in 40 words"
DOC,customer feedback form,Rewrite this text as if it was a customer feedback form document,"Describe what is the ""customer feedback form"" document in 40 words"
DOC,product specification document,Rewrite this text as if it was a product specification document document,"Describe what is the ""product specification document"" document in 40 words"
DOC,product roadmap,Rewrite this text as if it was a product roadmap document,"Describe what is the ""product roadmap"" document in 40 words"
DOC,product launch plan,Rewrite this text as if it was a product launch plan document,"Describe what is the ""product launch plan"" document in 40 words"
DOC,release notes,Rewrite this text as if it was a release notes document,"Describe what is the ""release notes"" document in 40 words"
DOC,sport comentary,Rewrite this text as if it was a sport comentary document,"Describe what is the ""sport comentary"" document in 40 words"
MOVIE,"""The Godfather""","Rewrite this text but do it using the writing style of the movie ""The Godfather""","Describe the tone, style, topic of the movie """"The Godfather"""" in 40 words"
MOVIE,"""The Shawshank Redemption""","Rewrite this text but do it using the writing style of the movie ""The Shawshank Redemption""","Describe the tone, style, topic of the movie """"The Shawshank Redemption"""" in 40 words"
MOVIE,"""The Dark Knight""","Rewrite this text but do it using the writing style of the movie ""The Dark Knight""","Describe the tone, style, topic of the movie """"The Dark Knight"""" in 40 words"
MOVIE,"""Schindler's List""","Rewrite this text but do it using the writing style of the movie ""Schindler's List""","Describe the tone, style, topic of the movie """"Schindler's List"""" in 40 words"
MOVIE,"""Pulp Fiction""","Rewrite this text but do it using the writing style of the movie ""Pulp Fiction""","Describe the tone, style, topic of the movie """"Pulp Fiction"""" in 40 words"
MOVIE,"""The Lord of the Rings: The Return of the King""","Rewrite this text but do it using the writing style of the movie ""The Lord of the Rings: The Return of the King""","Describe the tone, style, topic of the movie """"The Lord of the Rings: The Return of the King"""" in 40 words"
MOVIE,"""The Good, the Bad and the Ugly""","Rewrite this text but do it using the writing style of the movie ""The Good, the Bad and the Ugly""","Describe the tone, style, topic of the movie """"The Good, the Bad and the Ugly"""" in 40 words"
MOVIE,"""Fight Club""","Rewrite this text but do it using the writing style of the movie ""Fight Club""","Describe the tone, style, topic of the movie """"Fight Club"""" in 40 words"
MOVIE,"""Forrest Gump""","Rewrite this text but do it using the writing style of the movie ""Forrest Gump""","Describe the tone, style, topic of the movie """"Forrest Gump"""" in 40 words"
MOVIE,"""Inception""","Rewrite this text but do it using the writing style of the movie ""Inception""","Describe the tone, style, topic of the movie """"Inception"""" in 40 words"
MOVIE,"""The Matrix""","Rewrite this text but do it using the writing style of the movie ""The Matrix""","Describe the tone, style, topic of the movie """"The Matrix"""" in 40 words"
MOVIE,"""Star Wars: Episode IV - A New Hope""","Rewrite this text but do it using the writing style of the movie ""Star Wars: Episode IV - A New Hope""","Describe the tone, style, topic of the movie """"Star Wars: Episode IV - A New Hope"""" in 40 words"
MOVIE,"""The Lord of the Rings: The Fellowship of the Ring""","Rewrite this text but do it using the writing style of the movie ""The Lord of the Rings: The Fellowship of the Ring""","Describe the tone, style, topic of the movie """"The Lord of the Rings: The Fellowship of the Ring"""" in 40 words"
MOVIE,"""One Flew Over the Cuckoo's Nest""","Rewrite this text but do it using the writing style of the movie ""One Flew Over the Cuckoo's Nest""","Describe the tone, style, topic of the movie """"One Flew Over the Cuckoo's Nest"""" in 40 words"
MOVIE,"""Goodfellas""","Rewrite this text but do it using the writing style of the movie ""Goodfellas""","Describe the tone, style, topic of the movie """"Goodfellas"""" in 40 words"
MOVIE,"""The Silence of the Lambs""","Rewrite this text but do it using the writing style of the movie ""The Silence of the Lambs""","Describe the tone, style, topic of the movie """"The Silence of the Lambs"""" in 40 words"
MOVIE,"""City of God""","Rewrite this text but do it using the writing style of the movie ""City of God""","Describe the tone, style, topic of the movie """"City of God"""" in 40 words"
MOVIE,"""The Lord of the Rings: The Two Towers""","Rewrite this text but do it using the writing style of the movie ""The Lord of the Rings: The Two Towers""","Describe the tone, style, topic of the movie """"The Lord of the Rings: The Two Towers"""" in 40 words"
MOVIE,"""Se7en""","Rewrite this text but do it using the writing style of the movie ""Se7en""","Describe the tone, style, topic of the movie """"Se7en"""" in 40 words"
MOVIE,"""The Usual Suspects""","Rewrite this text but do it using the writing style of the movie ""The Usual Suspects""","Describe the tone, style, topic of the movie """"The Usual Suspects"""" in 40 words"
MOVIE,"""Interstellar""","Rewrite this text but do it using the writing style of the movie ""Interstellar""","Describe the tone, style, topic of the movie """"Interstellar"""" in 40 words"
MOVIE,"""The Green Mile""","Rewrite this text but do it using the writing style of the movie ""The Green Mile""","Describe the tone, style, topic of the movie """"The Green Mile"""" in 40 words"
MOVIE,"""Léon: The Professional""","Rewrite this text but do it using the writing style of the movie ""Léon: The Professional""","Describe the tone, style, topic of the movie """"Léon: The Professional"""" in 40 words"
MOVIE,"""The Godfather: Part II""","Rewrite this text but do it using the writing style of the movie ""The Godfather: Part II""","Describe the tone, style, topic of the movie """"The Godfather: Part II"""" in 40 words"
MOVIE,"""Gladiator""","Rewrite this text but do it using the writing style of the movie ""Gladiator""","Describe the tone, style, topic of the movie """"Gladiator"""" in 40 words"
MOVIE,"""Saving Private Ryan""","Rewrite this text but do it using the writing style of the movie ""Saving Private Ryan""","Describe the tone, style, topic of the movie """"Saving Private Ryan"""" in 40 words"
MOVIE,"""The Departed""","Rewrite this text but do it using the writing style of the movie ""The Departed""","Describe the tone, style, topic of the movie """"The Departed"""" in 40 words"
MOVIE,"""The Prestige""","Rewrite this text but do it using the writing style of the movie ""The Prestige""","Describe the tone, style, topic of the movie """"The Prestige"""" in 40 words"
MOVIE,"""The Pianist""","Rewrite this text but do it using the writing style of the movie ""The Pianist""","Describe the tone, style, topic of the movie """"The Pianist"""" in 40 words"
MOVIE,"""The Shining""","Rewrite this text but do it using the writing style of the movie ""The Shining""","Describe the tone, style, topic of the movie """"The Shining"""" in 40 words"
MOVIE,"""The Lion King""","Rewrite this text but do it using the writing style of the movie ""The Lion King""","Describe the tone, style, topic of the movie """"The Lion King"""" in 40 words"
MOVIE,"""The Dark Knight Rises""","Rewrite this text but do it using the writing style of the movie ""The Dark Knight Rises""","Describe the tone, style, topic of the movie """"The Dark Knight Rises"""" in 40 words"
MOVIE,"""Inglourious Basterds""","Rewrite this text but do it using the writing style of the movie ""Inglourious Basterds""","Describe the tone, style, topic of the movie """"Inglourious Basterds"""" in 40 words"
MOVIE,"""The Terminator""","Rewrite this text but do it using the writing style of the movie ""The Terminator""","Describe the tone, style, topic of the movie """"The Terminator"""" in 40 words"
MOVIE,"""The Godfather: Part III""","Rewrite this text but do it using the writing style of the movie ""The Godfather: Part III""","Describe the tone, style, topic of the movie """"The Godfather: Part III"""" in 40 words"
MOVIE,"""Reservoir Dogs""","Rewrite this text but do it using the writing style of the movie ""Reservoir Dogs""","Describe the tone, style, topic of the movie """"Reservoir Dogs"""" in 40 words"
MOVIE,"""The Intouchables""","Rewrite this text but do it using the writing style of the movie ""The Intouchables""","Describe the tone, style, topic of the movie """"The Intouchables"""" in 40 words"
MOVIE,"""The Grand Budapest Hotel""","Rewrite this text but do it using the writing style of the movie ""The Grand Budapest Hotel""","Describe the tone, style, topic of the movie """"The Grand Budapest Hotel"""" in 40 words"
MOVIE,"""The Truman Show""","Rewrite this text but do it using the writing style of the movie ""The Truman Show""","Describe the tone, style, topic of the movie """"The Truman Show"""" in 40 words"
MOVIE,"""Jurassic Park""","Rewrite this text but do it using the writing style of the movie ""Jurassic Park""","Describe the tone, style, topic of the movie """"Jurassic Park"""" in 40 words"
MOVIE,"""The Sixth Sense""","Rewrite this text but do it using the writing style of the movie ""The Sixth Sense""","Describe the tone, style, topic of the movie """"The Sixth Sense"""" in 40 words"
MOVIE,"""A Clockwork Orange""","Rewrite this text but do it using the writing style of the movie ""A Clockwork Orange""","Describe the tone, style, topic of the movie """"A Clockwork Orange"""" in 40 words"
MOVIE,"""American History X""","Rewrite this text but do it using the writing style of the movie ""American History X""","Describe the tone, style, topic of the movie """"American History X"""" in 40 words"
MOVIE,"""Schindler's List""","Rewrite this text but do it using the writing style of the movie ""Schindler's List""","Describe the tone, style, topic of the movie """"Schindler's List"""" in 40 words"
MOVIE,"""The Exorcist""","Rewrite this text but do it using the writing style of the movie ""The Exorcist""","Describe the tone, style, topic of the movie """"The Exorcist"""" in 40 words"
MOVIE,"""Braveheart""","Rewrite this text but do it using the writing style of the movie ""Braveheart""","Describe the tone, style, topic of the movie """"Braveheart"""" in 40 words"
MOVIE,"""The Silence of the Lambs""","Rewrite this text but do it using the writing style of the movie ""The Silence of the Lambs""","Describe the tone, style, topic of the movie """"The Silence of the Lambs"""" in 40 words"
MOVIE,"""The Shining""","Rewrite this text but do it using the writing style of the movie ""The Shining""","Describe the tone, style, topic of the movie """"The Shining"""" in 40 words"
MOVIE,"""Psycho""","Rewrite this text but do it using the writing style of the movie ""Psycho""","Describe the tone, style, topic of the movie """"Psycho"""" in 40 words"
MOVIE,"""The Matrix""","Rewrite this text but do it using the writing style of the movie ""The Matrix""","Describe the tone, style, topic of the movie """"The Matrix"""" in 40 words"
MOVIE,"""The Lord of the Rings: The Return of the King""","Rewrite this text but do it using the writing style of the movie ""The Lord of the Rings: The Return of the King""","Describe the tone, style, topic of the movie """"The Lord of the Rings: The Return of the King"""" in 40 words"
MOVIE,"""The Godfather""","Rewrite this text but do it using the writing style of the movie ""The Godfather""","Describe the tone, style, topic of the movie """"The Godfather"""" in 40 words"
MOVIE,"""The Shawshank Redemption""","Rewrite this text but do it using the writing style of the movie ""The Shawshank Redemption""","Describe the tone, style, topic of the movie """"The Shawshank Redemption"""" in 40 words"
